     -0.03981543     -0.00072724     -0.58404601      0.32264729      0.11903288      0.31943907     -0.18251210     -0.10765395     -0.19658106     -0.08589805     -0.56969636     -0.10709395     -0.00382903      0.04036567      0.07287873     -0.05093046      0.00644330     -0.00059119     -0.01094937     -0.01787077     -0.00331026      0.00042717     -0.00030768      0.00077696     -0.00052147      0.00188954      0.00113511
     -0.02454865      0.15336387     -0.24427250     -0.45520716      0.06714828      0.35350900      0.15474187      0.14905874      0.48084681      0.47681279     -0.13183780     -0.03738453     -0.00095446     -0.01409707     -0.23146163     -0.00979467      0.03305902      0.01503854      0.01026111     -0.00080320      0.02672317     -0.00031324      0.00060794     -0.00052341     -0.00037184     -0.00016871      0.00047164
     -0.01350834     -0.09530803      0.03615437      0.42844017      0.03610293     -0.09154009     -0.08490860      0.81333291      0.29338061     -0.02681734     -0.06710083      0.00603703      0.18155185     -0.04213894     -0.00903244     -0.00492696      0.00614581      0.01893120      0.02759858     -0.00630583     -0.00950917      0.00109105     -0.00052282      0.00025968     -0.00025614     -0.00013303      0.00054274
     -0.07755614     -0.07184680     -0.25939420      0.18170389     -0.15714940      0.18465241     -0.13520734      0.07889279     -0.33516031      0.49376123      0.52585218      0.12665794      0.10010144      0.01424369      0.06750700     -0.28816788     -0.15275555     -0.02995548     -0.00607340     -0.05214692      0.05107107      0.00682368     -0.11850461     -0.00263812      0.01333443      0.08350196      0.08868019
     -0.06646879     -0.06486781     -0.00521325     -0.29301527     -0.40801569      0.16793259      0.37902076      0.31358967     -0.31664602     -0.12944650     -0.21110839      0.23957833     -0.00325132     -0.05768507      0.32559689      0.10494927      0.06198004      0.07854479     -0.00496297     -0.12294949      0.13242701     -0.00494656      0.09871641     -0.00084912      0.01152465      0.10470804      0.25672645
     -0.04796090     -0.05104658     -0.10199542      0.28196201      0.36024730     -0.06479825      0.68454132     -0.02581861     -0.03001846      0.09153221      0.10560107     -0.08340334     -0.30840608     -0.19470833      0.06782899     -0.07488563     -0.03532353      0.17626725      0.02980465      0.03415130     -0.06060269      0.00394031     -0.02174559      0.00529608     -0.04730233     -0.27330095      0.12583403
     -0.01201909     -0.07478298     -0.35986213      0.15941292     -0.43862219      0.05114569      0.11811388     -0.15748138      0.37756419     -0.38900113      0.26327553      0.19326342     -0.08681237     -0.07958070     -0.23004293     -0.09573388      0.18067363     -0.00720368     -0.05255196     -0.13219591     -0.09189168     -0.08706112     -0.00635092      0.24319656     -0.02965903      0.00867868     -0.00132922
     -0.01963948      0.19552843     -0.13968309     -0.23472182      0.38679111      0.31442857     -0.07871037      0.19627057     -0.04024612     -0.46448814      0.40704774     -0.12985172      0.01781909      0.09499694      0.20090128     -0.12681677      0.25373618     -0.01543167      0.06830214      0.07677144      0.06320068     -0.11726579     -0.00622246     -0.18641856      0.01084909     -0.00703693      0.00061560
      0.05853786     -0.14658085      0.45727531      0.26882599     -0.04457797      0.62023711      0.04158805     -0.08290349      0.10325045      0.00131123     -0.00911257      0.07076197     -0.21108175      0.32141989     -0.01675004      0.01701075     -0.03482861     -0.02483338      0.17284689     -0.06991503     -0.03666557      0.02312410     -0.00068065     -0.03035426     -0.30371258      0.05075842     -0.00583181
     -0.21712276     -0.03483772     -0.06260037      0.04974528     -0.01201907      0.04344357      0.08090187     -0.04947290     -0.16400640      0.04779330      0.10588991      0.01681519      0.47200367      0.31224284     -0.26533425      0.38181937      0.20669793      0.28650607      0.06263007      0.17821622     -0.23915585     -0.00930821      0.22354644      0.00591775     -0.04873317     -0.26457846      0.13006499
     -0.52169293     -0.05670938      0.06345069     -0.09306589     -0.15575817      0.04308692      0.04297261      0.12301183     -0.10965569     -0.06789443     -0.05419400     -0.21790555     -0.20070691     -0.07204888     -0.11090535     -0.12799217     -0.06383164     -0.22023375      0.01677127      0.40553458     -0.49825020      0.00572411     -0.14600605     -0.00451918      0.03404484      0.18702673     -0.06744088
      0.04587418     -0.00973151     -0.04259589      0.08152534      0.12828303     -0.02088381      0.26667059     -0.04960208     -0.03408555     -0.00443649      0.01086765      0.05358586      0.17728360      0.10336519     -0.05154739      0.22226793      0.12047323      0.22998969      0.02820663     -0.03673307      0.03251122      0.02318207     -0.52653900     -0.01499620      0.11041677      0.60115444     -0.27988152
      0.06120841     -0.04226137     -0.04969369      0.05291703     -0.14976157      0.04446689     -0.08555761      0.15016272     -0.22404686      0.07852658      0.14704310     -0.48599400     -0.36265276     -0.12876130     -0.28915181      0.47691255      0.23997653     -0.13235472     -0.03255064     -0.16266171      0.24249195     -0.00246813     -0.01153518     -0.00261559      0.00154518     -0.00442134      0.00133816
      0.34499597     -0.00151706     -0.03952998     -0.07933732     -0.11534699      0.04703524      0.16306633      0.09627132     -0.13836086     -0.04382529     -0.05576054      0.05766046      0.17847301      0.10779010     -0.03495087      0.02074642      0.00713312     -0.42335321     -0.04996424      0.09890839     -0.09274440      0.03563262     -0.51301824      0.00569627     -0.07498774     -0.49682833     -0.17891263
      0.42615946      0.00706665     -0.07567492      0.08777209      0.10780639     -0.02075417      0.26357440     -0.00146346     -0.06385770      0.01766411      0.03870609     -0.03472182      0.13577933      0.09404469     -0.13060586     -0.00876343     -0.01575076     -0.49388661     -0.04955336      0.15181750     -0.15267557     -0.02994099      0.43033290     -0.00541947      0.06035535      0.40122625      0.16777597
      0.10586676      0.00751705     -0.10237825      0.05652688     -0.00161242      0.06473838     -0.11251587      0.00110632      0.05546649      0.19710726      0.09648435      0.31209611     -0.19204157     -0.21688585      0.42455299      0.37735643      0.20587736     -0.03296219      0.02164225      0.19889252     -0.26951908     -0.01347650      0.20971664      0.00156881      0.00032527     -0.03225608     -0.44906125
      0.17259952     -0.02389685     -0.00617777     -0.08284254     -0.16146955      0.03922533      0.15789346      0.13643014     -0.21579686     -0.06814149     -0.01438168     -0.20060486      0.02051659      0.06496925     -0.19608525     -0.31303670     -0.15879494      0.29657063      0.03603054     -0.03642756      0.02714698     -0.02044477      0.32316154      0.00363261     -0.00037599     -0.04873272     -0.65959610
     -0.55663048     -0.04044004      0.01901814      0.07340633      0.13671078     -0.02032216      0.19434242     -0.07082591      0.03451718      0.00702631      0.00489424      0.11558541      0.17251317      0.08681439      0.02538947      0.05891704      0.01556836     -0.47684291     -0.09587740     -0.24708042      0.35314312     -0.01089882      0.16327026      0.00088274     -0.00292633     -0.04569649     -0.33675574
      0.02062652     -0.31515916     -0.11354365     -0.04110742     -0.13944840      0.03198064      0.05831579     -0.11666407      0.22683474     -0.04156786      0.08853464     -0.35561152      0.19349293     -0.02050701      0.28907528      0.21047145     -0.39946542     -0.04859367      0.34272486     -0.16826352     -0.11394609     -0.26655904     -0.01503554     -0.24730787      0.19990841     -0.04331827      0.00365447
     -0.00995277      0.21550102      0.01186749     -0.02220338      0.01802582      0.13380003      0.02624603     -0.01287869      0.04154366     -0.08415548      0.11648877     -0.31482683      0.26278294     -0.19590784      0.23526174      0.13746420     -0.24601114      0.01921305     -0.21546696     -0.14980494     -0.14795340      0.43056957      0.01746085      0.42382614     -0.33027946      0.06677554     -0.00748367
     -0.00716604      0.40130514      0.21003192      0.20701908     -0.12902317      0.22413946      0.05845208     -0.06128388      0.00945570      0.00992573     -0.01553745     -0.03034356      0.12118814     -0.20997010     -0.03647232      0.03193846     -0.05873789      0.06607439     -0.54568285     -0.11840024     -0.14354085     -0.32633468     -0.01466945     -0.33266240      0.23525404     -0.04944729      0.00535710
      0.00660560     -0.19457077     -0.10246137     -0.00088290     -0.05523003      0.05409063      0.00272455     -0.05768347      0.06352541     -0.13495876      0.05278991      0.12580327      0.06877136     -0.27517485     -0.17349286      0.06280843     -0.13073058      0.02707559     -0.08842468      0.20446517      0.15620130      0.50433291      0.03205338     -0.63169916     -0.19971170      0.02729960     -0.00550080
     -0.01932777      0.24561762      0.01232064     -0.00637172      0.15682059      0.15819244     -0.05679899      0.06585422     -0.16564759     -0.17013660      0.02865098      0.33538148     -0.00627051     -0.33479333     -0.34224616      0.23655846     -0.46479326     -0.03396148      0.35447943      0.06506129      0.08689683     -0.16866943     -0.01152015      0.19860458      0.06530286     -0.01017866      0.00058636
      0.04666846     -0.52730634      0.10030136     -0.06034233      0.10634815      0.21747177     -0.03280282     -0.05407461      0.03276458     -0.02553059      0.00749634     -0.06250259      0.14435444     -0.20886107      0.01775591      0.00261086     -0.01336641      0.07533354     -0.36110688      0.42959415      0.30101592     -0.24395012     -0.01496327      0.30943069      0.07750594     -0.00909959      0.00257122
     -0.02862006      0.37362255     -0.10366872      0.15399339     -0.25102418     -0.06614615      0.08732803     -0.00322479      0.15748209     -0.02091582      0.06332637     -0.08937286     -0.15655302      0.39552765      0.17791010      0.13447985     -0.26310015      0.04032999     -0.03738418      0.49920604      0.37821870      0.06590541      0.00470167      0.03547810      0.10855962     -0.01626274      0.00119946
      0.00462583     -0.24237276     -0.13244483     -0.15470600      0.20781898     -0.00575640     -0.07130062      0.14878850     -0.01625854     -0.11037640      0.08252033      0.19355381     -0.30231698      0.38542110     -0.07918414      0.19717097     -0.36365019      0.05226719     -0.42662284     -0.22068893     -0.21253124      0.14355822      0.01131239      0.02516865      0.23230881     -0.03612247      0.00268670
      0.01735737     -0.00982497      0.15981481      0.08703724     -0.02300595      0.21949660      0.01877193     -0.05914890      0.02269925     -0.01862100      0.00828262     -0.03093304      0.05838516     -0.08812062      0.00056707     -0.08725623      0.16374742     -0.02796325      0.17279141     -0.01773032      0.00442089      0.49426258      0.03557326      0.13114460      0.74760177     -0.11692965      0.01116616
