  124.800603 cm^{-1} ... 1 
   53.855010 cm^{-1} ... 1 
   78.115391 cm^{-1} ... 0 
  108.669472 cm^{-1} ... 0 
  121.547930 cm^{-1} ... 0 
  141.548467 cm^{-1} ... 0 
  174.605475 cm^{-1} ... 0 
  253.848656 cm^{-1} ... 0 
  308.204353 cm^{-1} ... 0 
  685.519889 cm^{-1} ... 0 
  744.207455 cm^{-1} ... 0 
  895.554146 cm^{-1} ... 0 
  957.935851 cm^{-1} ... 0 
  962.065446 cm^{-1} ... 0 
  997.023148 cm^{-1} ... 0 
 1284.944538 cm^{-1} ... 0 
 1314.839751 cm^{-1} ... 0 
 1397.018905 cm^{-1} ... 0 
 1411.694967 cm^{-1} ... 0 
 1423.819641 cm^{-1} ... 0 
 1436.677292 cm^{-1} ... 0 
 3016.406074 cm^{-1} ... 0 
 3039.007450 cm^{-1} ... 0 
 3113.046320 cm^{-1} ... 0 
 3124.058042 cm^{-1} ... 0 
 3133.595940 cm^{-1} ... 0 
 3159.527390 cm^{-1} ... 0 
